kept_index,removed_index,similarity,kept_title,removed_title,kept_text,removed_text
3328,3756,0.9715,"In the chaos of the Kansas City parade shooting, he’s hit and doesn’t know where his kids are","In the chaos of the Kansas City parade shooting, he's hit and doesn't know where his kids are","By NICK INGRAM and JOHN HANNA Associated Press KANSAS CITY, Mo. (AP) — Jacob Gooch was having what was sure to be the best day of his year, hanging out with his wife and children and friends in the massive, happy, high-fiving crowd of fellow Kansas...","By NICK INGRAM and JOHN HANNA - Associated Press KANSAS CITY, Mo. (AP) — Jacob Gooch was having what was sure to be the best day of his year, hanging out with his wife and children and friends in the massive, happy, high-fiving crowd of fellow Kansa..."
3334,5955,0.9564,[WBALTV] Taylor Swift donates $100K to family of woman killed at Kansas City Chiefs parade shooting – The Baltimore Post,Taylor Swift donates US$100K to family of woman,"Taylor Swift made two $50,000 donations to a GoFundMe for the family of Lisa Lopez-Galvan, the woman killed in the mass shooting at a Super Bowl victory parade of the Kanas City Chiefs.","Taylor Swift made two US$50,000 donations to a GoFundMe for the family of Lisa Lopez-Galvan, the woman killed in the mass shooting at a Super Bowl victory parade of the Kanas City Chiefs on Wednesday."
3377,8181,0.9605,Donó Taylor 100 mil dólares a familia de mujer fallecida en tiroteo,Donó Taylor 100 mil dólares a familia de mujer fallecida en tiroteo,"Taylor Swift, la novia de Travis Kelce, jugador de los Jefes, donó unos 100 mil dólares a la familia de la mujer de ascendencia mexicana que murió en un tiroteo tras el desfile en las calles de Kansas City, en donde se celebraba el título de los Chie...","Taylor Swfit, la novia de Travis Kelce, jugador de los Jefes, donó unos 100 mil dólares a la familia de la mujer de ascendencia mexicana que murió en un tiroteo tras el desfile en las calles de Kansas City, en donde se celebraba el título de los Chie..."
3381,6362,0.9613,2 juveniles charged in deadly Super Bowl rally shooting,2 juveniles charged in deadly Super Bowl rally shooting,"Taylor Swift has donated $100,000 to the family of Lisa-Lopez Galvan, the woman who was killed in the mass shooting. ––– Subscribe to ABC News on YouTube: Watch 24/7 coverage of breaking news and live events on ...","Taylor Swift has donated $100,000 to the family of Lisa-Lopez Galvan, the woman who was killed in the mass shooting. ––– Subscribe to ABC News on YouTube: Watch 24/7 coverage of breaking news and live events on ABC..."
3410,6168,1.0,Taylor Swift Donates $100k to Family of Kansas City Shooting Victim,Taylor Swift Donates $100k to Family of Kansas City Shooting Victim,"Taylor Swift is offering her condolences and a sizable donation to the family of slain Kansas City radio DJ Lisa Lopez-Galvan. The 34-year-old songstress donated $100,000 to the family of Lopez-Galvan -- who died after being shot at the Kansas City...","Taylor Swift is offering her condolences and a sizable donation to the family of slain Kansas City radio DJ Lisa Lopez-Galvan. The 34-year-old songstress donated $100,000 to the family of Lopez-Galvan — who died after being shot at the Kansas City C..."
3410,7066,1.0,Taylor Swift Donates $100k to Family of Kansas City Shooting Victim,Taylor Swift Donates $100k to Family of Kansas City Shooting Victim,"Taylor Swift is offering her condolences and a sizable donation to the family of slain Kansas City radio DJ Lisa Lopez-Galvan. The 34-year-old songstress donated $100,000 to the family of Lopez-Galvan -- who died after being shot at the Kansas City...","Taylor Swift is offering her condolences and a sizable donation to the family of slain Kansas City radio DJ Lisa Lopez-Galvan. The 34-year-old songstress donated $100,000 to the family of Lopez-Galvan — who died after being shot at the Kansas City..."
3410,7717,1.0,Taylor Swift Donates $100k to Family of Kansas City Shooting Victim,Taylor Swift Donates $100k to Family of Kansas City Shooting Victim,"Taylor Swift is offering her condolences and a sizable donation to the family of slain Kansas City radio DJ Lisa Lopez-Galvan. The 34-year-old songstress donated $100,000 to the family of Lopez-Galvan -- who died after being shot at the Kansas City...","Taylor Swift is offering her condolences and a sizable donation to the family of slain Kansas City radio DJ Lisa Lopez-Galvan. The 34-year-old songstress donated $100,000 to the family of Lopez-Galvan -- who died after being shot at the Kansas City ..."
3434,4724,1.0,"Lyndell Mays Admitted To Firing First Shots During Super Bowl Parade, Cops Say","Lyndell Mays Admitted To Firing First Shots During Super Bowl Parade, Cops Say","Police officers in Kansas City claim Lyndell Mays admitted he fired the first shots at the Chiefs' Super Bowl parade last week ... before he allegedly said he ""shouldn't have done that."" In the docs, a KCPD detective wrote that Mays was interviewed...","Police officers in Kansas City claim Lyndell Mays admitted he fired the first shots at the Chiefs’ Super Bowl parade last week ... before he allegedly said he “shouldn’t have done that.” In the docs, a KCPD detective wrote that Mays was interviewed a..."
3451,4079,1.0,KANSAS CITY SHOOTERS CHARGED! Two Charged With Murder in Super Bowl Parade Shooting,KANSAS CITY SHOOTERS CHARGED! Two Charged With Murder in Super Bowl Parade Shooting,"According to a report from The New York Post, two adult males, Dominic Miller, 18, and Lyndell Mays, 22, have been charged with second-degree murder and two counts of armed criminal action and unlawful use of a weapon for the shooting at the Chiefs S...","According to a report from The New York Post, two adult males, Dominic Miller, 18, and Lyndell Mays, 22, have been charged with second-degree murder and two counts of armed criminal action and unlawful use of a weapon for the shooting at the Chiefs ..."
3497,7233,0.9525,The Truly Bizarre Reason Paper Gave for Delaying Publishing Pic of Accused KC Chiefs Parade Shooter,The Truly Bizarre Reason Paper Gave for Delaying Publishing Pic of Accused KC Chiefs Parade Shooter,"As RedState previously reported, there was a horrible shooting during the Kansas City Chiefs Super Bowl victory parade in the Union Station area on February 14. The shooting left one woman dead and at least 22 others were wounded, prosecutors said T...","By Nick Arama As RedState previously reported, there was a horrible shooting during the Kansas City Chiefs Super Bowl victory parade in the Union Station area on February 14. The shooting left one woman dead and at least 22 others were wounded, pro..."
3499,4806,1.0,2 men are charged with murder in the deadly shooting at Kansas City's Super Bowl celebration,Photos of Kansas City Chiefs shooter finally released,"Two men charged with murder in last week's shooting after the Kansas City Chiefs’ Super Bowl parade were strangers who pulled out guns and began firing within seconds of starting an argument, according to court documents released Tuesday. Missouri p...","Two men charged with murder in last week’s shooting after the Kansas City Chiefs’ Super Bowl parade were strangers who pulled out guns and began firing within seconds of starting an argument, according to court documents released Tuesday. Missouri p..."
3531,7622,0.9763,Kansas City police link Super Bowl rally shooting to dispute as Travis Kelce left 'heartbroken' over fatal tragedy,Kansas City police link Super Bowl rally shooting to dispute as Travis Kelce left 'heartbroken' over fatal tragedy,In short: Kansas City police have ruled out terrorism or homegrown violent extremism as the motive for the fatal shooting spree at a Super Bowl victory parade. The police chief says two minors remain in custody after several firearms were recovered f...,Kansas City police have ruled out terrorism or homegrown violent extremism as the motive for the fatal shooting spree at a Super Bowl victory parade. The police chief says two minors remain in custody after several firearms were recovered from the sh...
3548,3825,1.0,"[Highlight] Heroic Kansas City fans with the tackle of their lives, bringing down one of the shooting suspects at the Chiefs Super Bowl Parade🙏🏾","[tkelce] I am heartbroken over the tragedy that took place today. My heart is with all who came out to celebrate with us and have been affected. KC, you mean the world to me.","To go to a parade and not come home, no words, this is a really a day that feels so lost. Johnson County mom dies in KC Chiefs parade shooting, the second victim confirmed dead. Lisa Lopez-Galvan, a Johnson County mother of two and beloved disc jockey in Kansas City, was confirmed killed in the shooting at the end of the Kansas City Chiefs Super Bowl parade celebration Wednesday. RIP Lisa, forever a part of the Kingdom } :","To go to a parade and not come home, no words, this is a really a day that feels so lost. Johnson County mom dies in KC Chiefs parade shooting, the second victim confirmed dead. Lisa Lopez-Galvan, a Johnson County mother of two and beloved disc jockey in Kansas City, was confirmed killed in the shooting at the end of the Kansas City Chiefs Super Bowl parade celebration Wednesday. RIP Lisa, forever a part of the Kingdom } : ["
3550,5984,1.0,Social media is not for everyone,If he was white the gofundme would have been taken down,Lyndell Mays.,Lyndell Mays
3556,6254,1.0,Kansas City Super Bowl parade shooting: Darcy cartoon,Kansas City Super Bowl parade shooting: Darcy cartoon,"CLEVELAND, Ohio -- The Super Bowl trophy touched down in Kansas City and along with it the Not Super Ballistics Led of the mass shootings scourge that can and has hit any city in America. A parade celebrating the Chiefs’ Super Bowl victory ended in ...","CLEVELAND, Ohio — The Super Bowl trophy touched down in Kansas City and along with it the Not Super Ballistics Led of the mass shootings scourge that can and has hit any city in America. A parade celebrating the Chiefs’ Super Bowl victory ended in t..."
3575,3923,0.9609,Chiefs de Kansas City : deux personnes arrêtées lors de la fusillade du défilé du Super Bowl sont des enfants et plus de la moitié des victimes ont moins de 16 ans | Actualités américaines,Chiefs de Kansas City : deux personnes arrêtées lors de la fusillade du défilé du Super Bowl sont des enfants et plus de la moitié des victimes ont moins de 16 ans | Actualités américaines,"Selon la police, deux des personnes arrêtées suite à une fusillade lors du défilé du Super Bowl des Chiefs de Kansas City sont des enfants, et plus de la moitié des victimes ont moins de 16 ans. Le barrage de tirs devant une ancienne gare voisine à K...","Selon la police, deux des personnes arrêtées suite à une fusillade lors du défilé du Super Bowl des Chiefs de Kansas City sont des mineurs, et plus de la moitié des victimes ont moins de 16 ans. Le barrage de tirs devant une ancienne gare voisine à K..."
3581,5939,0.9878,泰勒絲捐贈10萬美元給堪薩斯城酋長隊遊行槍擊受害者家屬,泰勒絲捐贈10萬美元給堪薩斯城酋長隊遊行槍擊受害者家屬,"泰勒絲(Taylor Swift)已經向堪薩斯城酋長隊(Kansas City Chiefs)遊行槍擊事件中遇害的女性家屬捐款10萬美元,泰勒絲的代表告訴時報。 週五上午,兩筆每5萬美元的捐款以泰勒絲的名義出現在為當地廣播主持人兼兩個孩子的母親Lisa Lopez-Galvan家屬設立的捐款頁面上。「在您悲痛的損失中送上最深切的慰問與同情。以愛送上,泰勒絲。」捐款內容寫道。 泰勒絲週日出席超級盃賽,看著她男友堪薩斯城酋長隊的緊急接應選手Travis Kelce帶領球隊擊敗聖弗朗西斯科49人隊...","(SeaPRwire) – 泰勒絲(Taylor Swift)已經向堪薩斯城酋長隊(Kansas City Chiefs)遊行槍擊事件中遇害的女性家屬捐款10萬美元,泰勒絲的代表告訴時報。 週五上午,兩筆每5萬美元的捐款以泰勒絲的名義出現在為當地廣播主持人兼兩個孩子的母親Lisa Lopez-Galvan家屬設立的捐款頁面上。「在您悲痛的損失中送上最深切的慰問與同情。以愛送上,泰勒絲。」捐款內容寫道。 泰勒絲週日出席超級盃賽,看著她男友堪薩斯城酋長隊的緊急接應選手Travis Kelce帶領..."
3609,6233,1.0,Two Young Adults Charged With Murder In Kansas City Super Bowl Parade Shooting,Two Young Adults Charged With Murder In Kansas City Super Bowl Parade Shooting,"Two suspects have been charged in the horrifying Kansas City Super Bowl parade shooting. Nearly one week after the fatal shooting, 18-year-old Dominic Miller of Kansas City and 23-year-old Lyndell Mays of Raytown are both facing second-degree murder...","Two suspects have been charged in the horrifying Kansas City Super Bowl parade shooting. Nearly one week after the fatal shooting, 18-year-old Dominic Miller of Kansas City and 23-year-old Lyndell Mays of Raytown are both facing second-degree murder ..."
3614,8247,1.0,'Was Just Being Stupid': Kansas Super Bowl Parade Shooter To Cops,“Was Just Being Stupid”: Kansas Super Bowl Parade Shooter To Cops https://ift.tt/tMI6Kp9,"One of the two accused in the Kansas City Chief's Super Bowl victory parade shootout incident has said that he was ""just being stupid"". Dominic Miller, 18, and Lyndell Mays, 23, face charges of second-degree murder, armed criminal action, and unlawfu...","One of the two accused in the Kansas City Chief’s Super Bowl victory parade shootout incident has said that he was “just being stupid”. Dominic Miller, 18, and Lyndell Mays, 23, face charges of second-degree murder, armed criminal action, and unlawfu..."
3638,4362,0.9565,Friend remembers Kansas City DJ killed in Chiefs rally shooting,Friend remembers Kansas City DJ killed in shooting,"WICHITA, Kan. — Several people remain in the hospital with critical injuries after Wednesday’s shooting following the Kansas City Chiefs victory parade and rally. A friend of the woman who died is remembering her life. Lisa Lopez-Galvan was a well-...","WICHITA, Kan. (KSNW) – Several people remain in the hospital with critical injuries after Wednesday’s shooting following the Kansas City Chiefs victory parade and rally. A friend of the woman who died is remembering her life. Lisa Lopez-Galvan was a..."
3640,7095,0.9694,"Taylor Swift Donates $100,000 to Woman Killed at Chiefs’ Super Bowl Parade","Taylor Swift Donates $100,000 to Woman Killed at Kansas Chiefs’ Super Bowl Parade","Taylor Swift has donated $100,000 to the family of Lisa Lopez-Galvan, the woman who was killed during a mass shooting at the Kansas City Chiefs’ Super Bowl victory parade on Wednesday. Swift made the donation via a GoFundMe page set up to “provide v...","Taylor Swift has donated $100,000 to the family of Lisa Lopez-Galvan, the woman who was killed during a mass shooting at the Kansas City Chiefs’ Super Bowl victory parade on Wednesday. Swift made the donation via a GoFundMe page set up to “provide vi..."
3647,4760,1.0,Two men charged with murder over Kansas City Super Bowl parade shooting,Two men charged with murder over Kansas City Super Bowl parade shooting,"WASHINGTON - Two men have been charged with murder over the shooting at the Kansas City Chiefs Super Bowl parade which left one person dead and 22 wounded, officials said on Feb 21. Dominic Miller and Lyndell Mays, both local residents, were charged...","WASHINGTON – Two men have been charged with murder over the shooting at the Kansas City Chiefs Super Bowl parade which left one person dead and 22 wounded, officials said on Feb 21. Dominic Miller and Lyndell Mays, both local residents, were charged..."
3658,4865,1.0,"An ecstatic Super Bowl rally, upended by the terror of a mass shooting. How is Kansas City faring?","An ecstatic Super Bowl rally, upended by the terror of a mass shooting. How is Kansas City faring?","FILE - Kansas City Chiefs quarterback Patrick Mahomes, center, and defensive tackle Derrick Nnadi, left, join in the celebration as defensive tackle Chris Jones, right, announces he plans to return to the Chiefs for another season, during their victo...","FILE – Kansas City Chiefs quarterback Patrick Mahomes, center, and defensive tackle Derrick Nnadi, left, join in the celebration as defensive tackle Chris Jones, right, announces he plans to return to the Chiefs for another season, during their victo..."
3662,8593,1.0,'Our hearts go out' Travis and Jason Kelce pay tribute to Kansas City Chiefs parade shooting victims,'Our hearts go out' Travis and Jason Kelce pay tribute to Kansas City Chiefs parade shooting victims,"Travis and Jason Kelce have paid tribute to the victims of the Kansas City Chiefs' Super Bowl victory parade shooting. The Chiefs tight end and his brother Jason, who plays for NFL side Philadelphia Eagles, have issued a joint statement about the ""d...","Travis and Jason Kelce have paid tribute to the victims of the Kansas City Chiefs’ Super Bowl victory parade shooting. The Chiefs tight end and his brother Jason, who plays for NFL side Philadelphia Eagles, have issued a joint statement about the “d..."
3686,5002,0.9621,Tirs à Kansas City : deux inculpations pour meurtre après la fusillade lors de la parade du Super Bowl,deux inculpations pour meurtre après la fusillade lors de la parade du Super Bowl,"à l’instant Deux adultes ont été inculpés pour meurtre après la fusillade qui a fait un mort et 22 blessés le 14 février lors de la parade du Super Bowl à Kansas City, aux Etats-Unis. La procureure chargée d'enquêter sur les tirs qui ont fait un mo...","Deux adultes ont été inculpés pour meurtre après la fusillade qui a fait un mort et 22 blessés le 14 février lors de la parade du Super Bowl à Kansas City, aux Etats-Unis. La procureure chargée d’enquêter sur les tirs qui ont fait un mort et 22 bles..."
3716,7073,1.0,Funeral services for Lisa Lopez-Galvan today,Funeral services for Lisa Lopez-Galvan today,"KANSAS CITY, Mo. – Funeral services are being held Friday for the woman who died in the Kansas City Super Bowl parade shooting. Lisa Lopez Galvan was the only person killed in the mass shooting last Wednesday. 22 other people were injured. Two men an...","KANSAS CITY, Mo. – Funeral services are being held Friday for the woman who died in the Kansas City Super Bowl parade shooting. Lisa Lopez Galvan was the only person killed in the mass shooting last Wednesday. 22 other people were injured. Two men a..."
3723,3741,0.9815,"The Kansas City massacre, one dead and 21 children and teenagers injured","Shootings at the Super Bowl parade in Kansas City, one woman dead, 22 injured, 8 of them seriously","One dead and 21 injured. The victim is a woman, but children and teenagers were also injured. They were all defenseless, helpless, distracted by an event like the Super Bowl and no one would have ever imagined that yesterday afternoon in Kansas City,...","AGI – One dead and 21 injured. The victim is a woman, but children and teenagers were also injured. They were all defenseless, helpless, distracted by an event like the Super Bowl and no one would have ever imagined that yesterday afternoon in Kansas..."
3730,7227,1.0,Kansas City artist honors family friend killed at Chiefs parade with portrait,Kansas City artist honors family friend killed at Chiefs parade with portrait,"KANSAS CITY, Mo. — “There was a certain energy that you knew it was good. She was one of the good ones,” artist and owner of AOART5, Anthony Oropeza said. Oropeza grew up with Lisa Lopez-Galvan and her brothers and called her his little sister from t...","KANSAS CITY, Mo. — “There was a certain energy that you knew it was good. She was one of the good ones,” artist and owner of AOART5, Anthony Oropeza said. Oropeza grew up with Lisa Lopez-Galvan and her brothers and called her his little sister from ..."
3736,6190,1.0,Kansas City Chiefs parade mass shooting: Two adults arrested for murder,Kansas City Chiefs parade mass shooting: Two adults arrested for murder,"Jason Marz/Getty Images(KANSAS CITY, Mo.) -- Two adults have been arrested in connection with the mass shooting at the Chiefs' Super Bowl parade last week, prosecutors announced Tuesday.Dominic Miller and Lyndell Mays each face charges of second-degr...","Jason Marz/Getty Images (KANSAS CITY, Mo.) — Two adults have been arrested in connection with the mass shooting at the Chiefs’ Super Bowl parade last week, prosecutors announced Tuesday. Dominic Miller and Lyndell Mays each face charges of second-d..."
3761,7251,0.9705,Kyle Rittenhouse questions why identities of Kansas City shooters have not been revealed,Kyle Rittenhouse questions why identities of Kansas City shooters have not been revealed,"[*""The defendants were named by prosecutors as Dominic M. Miller of Kansas City and Lyndell Mays of Raytown. They each face charges of second-degree murder, armed criminal action, and unlawful use of a weapon, according to a statement from the Jackson County Prosecutor’s Office. ...*""]( --NBC News","[*""The defendants were named by prosecutors as Dominic M. Miller of Kansas City and Lyndell Mays of Raytown. They each face charges of second-degree murder, armed criminal action, and unlawful use of a weapon, according to a statement from the Jackson County Prosecutor’s Office. ...*""]("
3761,7369,0.9705,Kyle Rittenhouse questions why identities of Kansas City shooters have not been revealed,grandma seems to contradict her own message and being petty about it,"[*""The defendants were named by prosecutors as Dominic M. Miller of Kansas City and Lyndell Mays of Raytown. They each face charges of second-degree murder, armed criminal action, and unlawful use of a weapon, according to a statement from the Jackson County Prosecutor’s Office. ...*""]( --NBC News",">The defendants were named by prosecutors as Dominic M. Miller of Kansas City and Lyndell Mays of Raytown. They each face charges of second-degree murder, armed criminal action, and unlawful use of a weapon, according to a statement from the Jackson County Prosecutor’s Office."
3765,8501,0.9604,México lamenta tiroteo en Kansas City donde falleció mujer con raíces mexicanas,México lamenta tiroteo en Kansas City donde falleció mujer con raíces mexicanas,"15 de feb, 2024, 16:32 El gobierno mexicano mandó sus condolencias por la muerte de Lisa López-Galván durante los festejos por el campeonato de los Chiefs El Gobierno de México, en voz del titular del poder ejecutivo, Andrés Manuel López Obrador, ...","15 de feb, 2024, 14:32 El gobierno mexicano mandó sus condolencias por la muerte de Lisa López-Galván durante los festejos por el campeonato de los Chiefs El Gobierno de México, en voz del titular del poder ejecutivo, Andrés Manuel López Obrador, ..."
3770,4022,0.9589,NFL遊行槍擊案：電台DJ身亡 為酋長隊多年球迷,美國超級碗勝利巡遊槍擊案1死22傷 電台DJ身亡 拜登促加強槍管,"美國國家美式足球聯盟(NFL)冠軍戰“超級碗”(Super Bowl)11日落幕,由堪薩斯酋長隊(Kansas City Chiefs)奪冠。位於密蘇裏州的堪薩斯市14日舉行勝利巡遊期間發生槍擊案,至少1死22傷。死者身份確認為當地一名電台DJ,警方已拘留3人。 《堪薩斯城明星報》(Kansas City Star)14日報道,死者為40多歲的KKFI電台DJ洛佩斯–加爾萬(Lisa Lopez-Galvan)。她在當日的槍擊事件中腹部中槍,送院接受手術期間不治身亡。 死者為酋長隊多年球迷 ...","美國國家美式足球聯盟(NFL)冠軍戰「超級碗」(Super Bowl)11日落幕,由堪薩斯酋長隊(Kansas City Chiefs)奪冠。位於密蘇里州的堪薩斯市14日舉行勝利巡遊期間發生槍擊案,至少1死22傷。死者身份確認為當地一名電台DJ,警方已拘留3人。 《堪薩斯城明星報》(Kansas City Star)14日報道,死者為40多歲的KKFI電台DJ洛佩斯–加爾萬(Lisa Lopez-Galvan)。她在當日的槍擊事件中腹部中槍,送院接受手術期間不治身亡。 死者為酋長隊多年球迷 ..."
3770,4765,0.9589,NFL遊行槍擊案：電台DJ身亡 為酋長隊多年球迷,,"美國國家美式足球聯盟(NFL)冠軍戰“超級碗”(Super Bowl)11日落幕,由堪薩斯酋長隊(Kansas City Chiefs)奪冠。位於密蘇裏州的堪薩斯市14日舉行勝利巡遊期間發生槍擊案,至少1死22傷。死者身份確認為當地一名電台DJ,警方已拘留3人。 《堪薩斯城明星報》(Kansas City Star)14日報道,死者為40多歲的KKFI電台DJ洛佩斯–加爾萬(Lisa Lopez-Galvan)。她在當日的槍擊事件中腹部中槍,送院接受手術期間不治身亡。 死者為酋長隊多年球迷 ...","美國國家美式足球聯盟(NFL)冠軍戰「超級碗」(Super Bowl)11日落幕,由堪薩斯酋長隊(Kansas City Chiefs)奪冠。位於密蘇里州的堪薩斯市14日舉行勝利巡遊期間發生槍擊案,至少1死22傷。死者身份確認為當地一名電台DJ,警方已拘留3人。 《堪薩斯城明星報》(Kansas City Star)14日報道,死者為40多歲的KKFI電台DJ洛佩斯–加爾萬(Lisa Lopez-Galvan)。她在當日的槍擊事件中腹部中槍,送院接受手術期間不治身亡。 死者為酋長隊多年球迷 洛佩..."
3808,7132,0.9799,Kyle Rittenhouse's Viral Post About KC Parade Shooting Says Something Everyone Should Be Thinking About,Kyle Rittenhouse's Viral Post About KC Parade Shooting Says Something Everyone Should Be Thinking About — THE MILLENNIAL PRESS,"On Tuesday, we finally found out the names of the two adults who have been arrested and charged in the shooting during the Kansas City Chiefs Super Bowl championship parade last week. According to CBS News, Jackson County Prosecutor Jean Peters Bake...","On Tuesday, we finally found out the names of the two adults who have been arrested and charged in the shooting during the Kansas City Chiefs Super Bowl championship parade last week. According to CBS News, Jackson County Prosecutor Jean Peters Baker..."
3829,8360,1.0,Two men charged with murder for deadly Kansas Super Bowl shooting | News,Two men charged with murder in shooting at Kansas City Super Bowl parade,"Two men in the United States have been charged with murder for a gunfight on the fringe of a Super Bowl victory rally in Kansas City, which killed one person and wounded more than 20 others, according to prosecutors and court documents. Prosecutors ...","Two men in the United States have been charged with murder for a gunfight on the fringe of a Super Bowl victory rally in Kansas City, which killed one person and wounded more than 20 others, according to prosecutors and court documents.Prosecutors in..."
3839,6130,1.0,Lisa Lopez-Galvan Tributes Paid to Kansas City DJ Killed in Shooting,Lisa Lopez-Galvan tributes paid to Kansas City DJ killed in shooting,"Tributes have been paid to the radio DJ killed in a shooting at the end of Wednesday's parade to celebrate the Kansas City Chiefs' Super Bowl win. Lisa Lopez-Galvan, host of ""Taste of Tejano,"" was killed in the shooting, radio station KKFI said in a...","Tributes have been paid to the radio DJ killed in a shooting at the end of Wednesday's parade to celebrate the Kansas City Chiefs' Super Bowl win. Lisa Lopez-Galvan, host of ""Taste of Tejano,"" was killed in the shooting, radio station KKFI said in a ..."
3843,7798,1.0,Taylor donó 100 mil dólares a la familia de la mujer asesinada en un tiroteo tras el Super Bowl,Taylor Swift donó ‘millonaria’ suma a familia de mujer asesinada en el tiroteo de la victoria de los Chiefs en el Super Bowl,"Taylor Swift donó 100.000 dólares a la familia de Lisa Lopez-Galvan, la mujer asesinada en el tiroteo en el desfile de la victoria de los Chiefs de Kansas City tras el Super Bowl. Dos donaciones de 50.000 dólares fueron publicadas el viernes bajo el...","Taylor Swift donó 100.000 dólares a la familia de Lisa Lopez-Galvan, la mujer asesinada en el tiroteo en el desfile de la victoria de los Chiefs de Kansas City tras el Super Bowl.Dos donaciones de 50.000 dólares fueron publicadas el viernes bajo el n..."
3872,4963,0.9813,DJ conhecida e mãe de dois jovens: vítima de ataque a tiros em celebração do Super Bowl é identificada,DJ conhecida e mãe de dois jovens: vítima de ataque a tiros em celebração do Super Bowl é identificada,"Ao menos uma pessoa morreu e outras 21 ficaram feridas, incluindo crianças, durante um ataque a tiros em Kansas City, no estado americano do Missouri, nesta quarta-feira. Milhares de pessoas celebravam o título do Super Bowl do Kansas City Chiefs qua...","Ao menos uma pessoa morreu e outras 21 ficaram feridas, incluindo crianças, durante um ataque a tiros em Kansas City, no estado americano do Missouri, nesta quarta-feira. Milhares de pessoas celebravam o título do Super Bowl do Kansas City Chiefs qu..."
3881,4184,0.9586,AMLO lamenta muerte de mujer con raíces mexicanas tras tiroteo en Kansas,López Obrador lamenta muerte de mujer con raíces mexicanas tras tiroteo en Kansas,"Previo a finalizar su tradicional conferencia mañanera que este jueves tuvo lugar en Acapulco, Guerrero, el presidente de México, Andrés Manuel López Obrador, se refirió a los hechos ocurridos ayer en Kansas City, Estados Unidos, donde una mujer con ...","Fernando Dávila Previo a finalizar su tradicional conferencia mañanera que este jueves tuvo lugar en Acapulco, Guerrero, el presidente de México, Andrés Manuel López Obrador, se refirió a los hechos ocurridos ayer en Kansas City, Estados Unidos, dond..."
3895,4623,0.981,"Patrick Mahomes, wife Brittany visit 2 girls shot at Chiefs rally - UPI.com","Patrick Mahomes, wife Brittany visit 2 girls shot at Chiefs rally",Feb. 17 (UPI) -- Kansas City Chiefs quarterback Patrick Mahomes and his wife Brittany Mahomes have visited two young victims of the Super Bowl parade mass shooting that left one dead and 22 others injured. The Reyes family said in a statement to med...,Feb. 17 (UPI) — Kansas City Chiefs quarterback Patrick Mahomes and his wife Brittany Mahomes have visited two young victims of the Super Bowl parade mass shooting that left one dead and 22 others injured. The Reyes family said in a statement to medi...
3898,4447,0.9637,"Local DJ and Mom of 2 Killed in Super Bowl Parade Shooting, Station Says","Local DJ and Mom of 2 Killed in Super Bowl Parade Shooting, Station Says","Glenn E. Rice/The Kansas City Star/Tribune News Service via Getty Images A Kansas City radio DJ died from injuries sustained in a shooting near a parade to celebrate the Chiefs’ Super Bowl victory on Wednesday, according to family members and her rad...","Glenn E. Rice/The Kansas City Star/Tribune News Service via Getty Images A Kansas City radio DJ died from injuries sustained in a shooting near a parade to celebrate the Chiefs’ Super Bowl victory on Wednesday, according to family members and her ra..."
3908,4980,0.9653,"Travis Kelce, heartbroken Chiefs offer help, prayer to parade shooting victims - UPI.com","Travis Kelce, heartbroken Chiefs offer help, prayer to parade shooting victims","Feb. 15 (UPI) -- Football star Travis Kelce says he was ""heartbroken"" by the shooting near the Kansas City Chiefs Super Bowl parade Wednesday that left one woman dead and nearly two dozen others injured. Chiefs players offered help to the victims, wh...","Feb. 15 (UPI) — Football star Travis Kelce says he was “heartbroken” by the shooting near the Kansas City Chiefs Super Bowl parade Wednesday that left one woman dead and nearly two dozen others injured. Chiefs players offered help to the victims, whi..."
3914,5077,0.9553,Τέιλορ Σουίφτ: Δώρισε 100.000 δολάρια στην οικογένεια θύματος των πυροβολισμών στο Κάνσας,Τέιλορ Σουίφτ: Δώρισε 100.000 δολάρια στην οικογένεια θύματος των πυροβολισμών στο Κάνσας,"17/02/2024 20:13 Τέιλορ Σουίφτ: Δώρισε 100.000 δολάρια στην οικογένεια θύματος των πυροβολισμών στο Κάνσας Η Σουίφτ προηγουμένως είχε κάνει μία μεγάλη δωρεά για λογαριασμό των θυμάτων του 2018, για το March for Our Lives, γράφοντας στο Instagram, τ...","Τέιλορ Σουίφτ: Δώρισε 100.000 δολάρια στην οικογένεια θύματος των πυροβολισμών στο Κάνσας Η Σουίφτ προηγουμένως είχε κάνει μία μεγάλη δωρεά για λογαριασμό των θυμάτων του 2018, για το March for Our Lives, γράφοντας στο Instagram, τότε ότι κανένας δε..."
3940,5887,1.0,Gun violence rally held after shooting at Chiefs Super Bowl parade,Gun violence rally held after shooting at Chiefs Super Bowl parade,"KANSAS CITY, Mo. — People gathered Saturday afternoon at Washington Square Park for a gun violence prevention rally in response to the shooting after the Kansas City Chiefs Super Bowl Victory parade Wednesday. The rally started with a moment of sile...","KANSAS CITY, Mo. — People gathered Saturday afternoon at Washington Square Park for a gun violence prevention rally in response to the shooting after the Kansas City Chiefs Super Bowl Victory parade Wednesday. The rally started with a moment of silen..."
